DateTime,SMKH02,SMKH03,SMMH02,SMRH02,SPDE01,SPDH01,SPDH02,SPJE01,SPJE03,SPJE04,SPJH01,SPJH02,SPJH03,SPME01,SPMH01,SPMH02,SPRE01,SPRE02,SPRE04,SPRE05,SPRH01,SPRH02,SPRH03,SPRH04,vSPJE05
11-Nov,65.0,49.0,24.0,1.0,5327.0,98.0,79.0,11253.0,0.0,1491.0,240.0,31.0,37.0,11455.0,447.0,484.0,16202.0,2530.0,16149.0,2055.0,226.0,160.0,70.0,99.0,1428.0
...
